sex;age;race;marital-status;education;native-country;workclass;occupation;salary-class
Female;54;White;Divorced;Higher education;North America;Government;Other;<=50K
Female;55;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;73;White;Married-civ-spouse;Primary education;North America;Non-Government;Other;<=50K
Male;56;White;Never-married;Secondary education;North America;Non-Government;Technical;<=50K
Male;54;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;69;White;Married-civ-spouse;Secondary education;North America;Government;Other;<=50K
Male;51;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;>50K
Male;51;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
*;57;*;*;*;*;*;*;*
Male;68;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Female;63;White;Widowed;Secondary education;North America;Non-Government;Other;<=50K
Male;54;White;Married-civ-spouse;Higher education;North America;Non-Government;Other;<=50K
Male;61;White;Married-civ-spouse;Higher education;North America;Government;Other;>50K
Male;61;White;Divorced;Higher education;North America;Non-Government;Nontechnical;>50K
Male;62;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Female;56;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;63;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;55;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;59;White;Never-married;Secondary education;North America;Non-Government;Other;<=50K
Male;51;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Male;75;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;53;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
*;55;*;*;*;*;*;*;*
Female;51;White;Divorced;Higher education;North America;Non-Government;Nontechnical;>50K
Male;59;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Female;55;White;Never-married;Secondary education;North America;Non-Government;Other;<=50K
*;54;*;*;*;*;*;*;*
Male;74;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;56;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;67;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;>50K
Male;52;White;Married-civ-spouse;Higher education;North America;Non-Government;Other;<=50K
Male;53;White;Married-civ-spouse;Secondary education;North America;Government;Technical;<=50K
Male;54;White;Never-married;Higher education;North America;Non-Government;Nontechnical;>50K
Female;52;White;Divorced;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;52;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;>50K
Male;68;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Male;66;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;76;White;Widowed;Secondary education;North America;Non-Government;Other;<=50K
Male;51;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Female;59;White;Widowed;Higher education;North America;Non-Government;Nontechnical;>50K
*;73;*;*;*;*;*;*;*
Male;64;White;Married-civ-spouse;Secondary education;North America;Government;Technical;<=50K
Male;73;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;<=50K
*;53;*;*;*;*;*;*;*
Male;59;White;Married-civ-spouse;Primary education;North America;Non-Government;Other;<=50K
Male;65;Black;Married-civ-spouse;Higher education;North America;Government;Technical;>50K
Male;62;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;<=50K
Male;71;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Female;60;White;Divorced;Higher education;North America;Non-Government;Technical;<=50K
Female;54;White;Divorced;Higher education;North America;Non-Government;Other;<=50K
Male;64;White;Married-civ-spouse;Higher education;North America;Government;Other;<=50K
Male;54;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;65;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;57;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;52;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
Female;60;White;Divorced;Higher education;North America;Non-Government;Technical;>50K
Male;51;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Female;55;White;Widowed;Higher education;North America;Non-Government;Nontechnical;<=50K
Female;65;White;Separated;Higher education;North America;Non-Government;Other;<=50K
*;51;*;*;*;*;*;*;*
Male;51;Black;Divorced;Secondary education;North America;Non-Government;Technical;<=50K
Female;51;White;Divorced;Higher education;North America;Non-Government;Nontechnical;<=50K
Female;53;White;Divorced;Secondary education;North America;Non-Government;Other;<=50K
Female;65;White;Widowed;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;53;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
*;59;*;*;*;*;*;*;*
Male;51;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
*;53;*;*;*;*;*;*;*
Male;72;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Male;76;White;Married-civ-spouse;Higher education;North America;Non-Government;Other;>50K
Male;53;White;Widowed;Higher education;North America;Non-Government;Nontechnical;>50K
Female;59;White;Widowed;Secondary education;North America;Non-Government;Other;<=50K
*;71;*;*;*;*;*;*;*
Male;64;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;51;White;Married-civ-spouse;Secondary education;North America;Government;Other;<=50K
Male;60;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Male;60;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;>50K
Male;60;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;>50K
Male;55;White;Separated;Secondary education;North America;Non-Government;Technical;<=50K
Male;63;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;60;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Female;51;White;Widowed;Higher education;North America;Non-Government;Technical;<=50K
Male;53;White;Married-civ-spouse;Higher education;North America;Government;Technical;>50K
Female;54;Black;Widowed;Secondary education;North America;Government;Other;<=50K
Female;74;White;Widowed;Secondary education;North America;Non-Government;Other;<=50K
Male;63;White;Married-civ-spouse;Higher education;North America;Non-Government;Other;>50K
Male;63;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;65;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
*;57;*;*;*;*;*;*;*
Male;51;White;Married-civ-spouse;Higher education;North America;Government;Technical;>50K
Female;68;White;Widowed;Secondary education;North America;Non-Government;Nontechnical;>50K
Male;58;White;Married-civ-spouse;Higher education;Europe;Non-Government;Nontechnical;>50K
Female;53;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Male;52;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;54;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;57;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Male;59;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;58;White;Married-civ-spouse;Secondary education;North America;Government;Other;<=50K
Male;64;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;66;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;>50K
Female;56;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;>50K
Male;51;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Female;90;White;Never-married;Secondary education;North America;Non-Government;Other;<=50K
Female;53;White;Married-civ-spouse;Higher education;North America;Government;Technical;>50K
Male;54;Black;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;56;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Female;54;White;Divorced;Higher education;North America;Non-Government;Nontechnical;>50K
Male;52;White;Married-civ-spouse;Higher education;North America;Non-Government;Other;>50K
*;90;*;*;*;*;*;*;*
*;52;*;*;*;*;*;*;*
Female;57;White;Divorced;Higher education;North America;Non-Government;Nontechnical;>50K
Female;55;Black;Never-married;Secondary education;North America;Government;Other;<=50K
Female;54;White;Divorced;Higher education;North America;Non-Government;Other;<=50K
Male;60;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Male;63;White;Divorced;Higher education;North America;Non-Government;Nontechnical;>50K
*;59;*;*;*;*;*;*;*
Male;64;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;73;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;67;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;62;White;Divorced;Secondary education;North America;Government;Other;<=50K
Male;55;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;59;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;55;White;Widowed;Secondary education;North America;Non-Government;Nontechnical;<=50K
Female;72;White;Widowed;Secondary education;North America;Non-Government;Other;<=50K
*;60;*;*;*;*;*;*;*
Male;51;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Male;52;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Male;63;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Male;51;White;Married-civ-spouse;Higher education;North America;Non-Government;Other;>50K
Female;53;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;61;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;55;White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;>50K
Female;64;White;Widowed;Secondary education;North America;Non-Government;Other;<=50K
Female;55;White;Widowed;Higher education;North America;Government;Technical;<=50K
Female;62;Black;Never-married;Secondary education;North America;Non-Government;Other;<=50K
Female;66;Black;Widowed;Secondary education;North America;Government;Other;<=50K
Male;54;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Male;59;White;Never-married;Secondary education;North America;Non-Government;Other;<=50K
Female;55;White;Widowed;Secondary education;North America;Non-Government;Nontechnical;<=50K
Female;53;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;58;White;Widowed;Secondary education;North America;Non-Government;Technical;<=50K
Female;53;White;Widowed;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;51;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;52;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;54;White;Married-civ-spouse;Higher education;North America;Non-Government;Other;<=50K
Male;54;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;70;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Male;57;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;>50K
Male;64;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;>50K
*;63;*;*;*;*;*;*;*
Male;51;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;57;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;55;White;Married-civ-spouse;Secondary education;North America;Government;Other;<=50K
Male;54;White;Divorced;Higher education;North America;Non-Government;Other;<=50K
Male;55;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;53;White;Married-civ-spouse;Secondary education;North America;Government;Technical;>50K
Male;56;Black;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;58;White;Married-civ-spouse;Primary education;North America;Non-Government;Technical;<=50K
*;75;*;*;*;*;*;*;*
*;57;*;*;*;*;*;*;*
*;58;*;*;*;*;*;*;*
Male;54;White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;>50K
Male;53;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;53;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;61;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;52;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Male;51;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;>50K
Male;53;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;<=50K
Male;63;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;>50K
*;54;*;*;*;*;*;*;*
Male;51;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;62;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Female;66;Black;Widowed;Secondary education;North America;Non-Government;Other;<=50K
Female;53;Black;Widowed;Secondary education;North America;Non-Government;Other;<=50K
Female;63;White;Widowed;Secondary education;North America;Non-Government;Other;<=50K
Male;64;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Male;53;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;>50K
Female;58;Black;Divorced;Secondary education;North America;Non-Government;Technical;<=50K
Male;61;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Female;52;White;Divorced;Higher education;North America;Non-Government;Other;<=50K
Male;55;White;Married-civ-spouse;Primary education;North America;Non-Government;Technical;<=50K
Male;58;White;Widowed;Higher education;North America;Non-Government;Nontechnical;>50K
Male;54;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;<=50K
Male;54;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;58;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;52;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Female;56;White;Divorced;Secondary education;North America;Non-Government;Nontechnical;<=50K
Female;53;White;Divorced;Higher education;North America;Non-Government;Technical;<=50K
Female;63;White;Widowed;Secondary education;North America;Non-Government;Other;<=50K
Male;57;Black;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
*;58;*;*;*;*;*;*;*
*;58;*;*;*;*;*;*;*
Male;54;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;>50K
Female;59;White;Divorced;Secondary education;North America;Non-Government;Technical;<=50K
Male;67;White;Married-civ-spouse;Higher education;North America;Government;Technical;<=50K
Male;59;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;>50K
Male;57;Asian-Pac-Islander;Married-civ-spouse;Higher education;Asia;Non-Government;Technical;>50K
Male;60;White;Married-civ-spouse;Higher education;North America;Government;Technical;>50K
Male;59;White;Never-married;Secondary education;North America;Non-Government;Technical;<=50K
Male;63;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Male;56;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Male;57;White;Married-civ-spouse;Higher education;North America;Government;Technical;>50K
Female;58;White;Widowed;Higher education;North America;Non-Government;Other;<=50K
*;53;*;*;*;*;*;*;*
Male;61;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Female;59;White;Widowed;Secondary education;North America;Non-Government;Other;<=50K
*;53;*;*;*;*;*;*;*
Female;70;White;Widowed;Higher education;North America;Non-Government;Technical;<=50K
Male;59;Black;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Male;51;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;65;White;Divorced;Higher education;North America;Non-Government;Technical;>50K
Male;52;White;Divorced;Secondary education;North America;Non-Government;Technical;<=50K
Male;65;White;Married-civ-spouse;Higher education;North America;Non-Government;Other;<=50K
*;52;*;*;*;*;*;*;*
Female;71;White;Widowed;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;63;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;>50K
Male;63;Black;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Female;59;Black;Separated;Secondary education;North America;Government;Other;<=50K
Male;62;White;Widowed;Higher education;North America;Non-Government;Nontechnical;>50K
Female;57;White;Widowed;Higher education;North America;Non-Government;Other;<=50K
Male;62;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
*;53;*;*;*;*;*;*;*
Male;58;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Male;53;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;>50K
Male;60;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;>50K
Male;54;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
*;55;*;*;*;*;*;*;*
Male;63;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;54;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Female;54;White;Widowed;Secondary education;North America;Non-Government;Nontechnical;<=50K
*;51;*;*;*;*;*;*;*
Male;64;White;Married-civ-spouse;Higher education;North America;Non-Government;Other;<=50K
Female;52;Black;Divorced;Secondary education;North America;Government;Other;<=50K
Male;55;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;>50K
Female;51;White;Married-civ-spouse;Secondary education;North America;Government;Other;<=50K
Male;59;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;62;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;59;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
*;55;*;*;*;*;*;*;*
Female;67;White;Divorced;Secondary education;North America;Non-Government;Nontechnical;<=50K
*;51;*;*;*;*;*;*;*
Male;56;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
*;67;*;*;*;*;*;*;*
Female;54;White;Never-married;Higher education;North America;Government;Technical;>50K
Male;51;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Female;52;White;Widowed;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;74;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;58;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;56;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
*;52;*;*;*;*;*;*;*
Male;51;Asian-Pac-Islander;Married-civ-spouse;Higher education;Asia;Non-Government;Nontechnical;>50K
Male;65;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;61;White;Married-civ-spouse;Secondary education;North America;Government;Other;<=50K
*;52;*;*;*;*;*;*;*
Male;60;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;54;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Female;57;White;Divorced;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;57;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;65;White;Married-civ-spouse;Secondary education;North America;Government;Nontechnical;<=50K
Female;56;White;Divorced;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;64;White;Divorced;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;70;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;72;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;54;White;Divorced;Higher education;North America;Non-Government;Technical;<=50K
Male;65;White;Never-married;Higher education;North America;Non-Government;Technical;<=50K
*;59;*;*;*;*;*;*;*
Male;66;White;Divorced;Secondary education;North America;Non-Government;Technical;<=50K
Male;60;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;>50K
Male;75;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;<=50K
Female;66;White;Widowed;Higher education;North America;Government;Technical;<=50K
Male;54;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Male;53;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Female;56;White;Never-married;Secondary education;North America;Non-Government;Technical;<=50K
Female;76;White;Divorced;Higher education;North America;Non-Government;Other;<=50K
Male;66;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;58;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
Female;56;White;Divorced;Higher education;North America;Non-Government;Other;<=50K
Female;56;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;77;White;Married-civ-spouse;Higher education;North America;Non-Government;Other;>50K
Male;59;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;>50K
Male;56;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;<=50K
Male;52;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;>50K
Male;57;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;73;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;59;White;Never-married;Higher education;North America;Non-Government;Technical;<=50K
*;52;*;*;*;*;*;*;*
Male;71;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Male;72;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;<=50K
Male;53;White;Divorced;Secondary education;North America;Non-Government;Other;<=50K
Male;55;White;Divorced;Secondary education;North America;Non-Government;Technical;<=50K
Female;51;White;Divorced;Higher education;North America;Government;Nontechnical;<=50K
Female;56;Black;Separated;Secondary education;North America;Non-Government;Other;<=50K
Male;58;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Male;64;White;Married-civ-spouse;Higher education;North America;Government;Technical;>50K
*;59;*;*;*;*;*;*;*
Female;59;White;Married-civ-spouse;Higher education;North America;Non-Government;Other;<=50K
Male;68;White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;>50K
Male;51;Black;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;>50K
Male;56;White;Married-civ-spouse;Higher education;North America;Non-Government;Other;<=50K
Female;57;White;Divorced;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;51;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;53;White;Divorced;Higher education;North America;Non-Government;Nontechnical;<=50K
*;53;*;*;*;*;*;*;*
Male;52;White;Divorced;Higher education;North America;Non-Government;Nontechnical;<=50K
*;59;*;*;*;*;*;*;*
Male;54;White;Married-civ-spouse;Higher education;North America;Non-Government;Other;<=50K
Male;58;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Female;60;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;54;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;51;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;>50K
Male;56;White;Married-civ-spouse;Higher education;North America;Government;Technical;>50K
Female;55;White;Separated;Secondary education;North America;Non-Government;Other;<=50K
Female;51;White;Never-married;Higher education;North America;Non-Government;Other;<=50K
Male;61;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;>50K
Female;53;White;Divorced;Higher education;North America;Government;Technical;<=50K
Female;75;White;Widowed;Secondary education;North America;Non-Government;Other;<=50K
Male;53;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Male;60;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Female;53;White;Divorced;Higher education;North America;Government;Technical;>50K
Male;58;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;69;White;Married-civ-spouse;Higher education;North America;Government;Other;>50K
Male;58;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;<=50K
*;52;*;*;*;*;*;*;*
Male;62;White;Married-civ-spouse;Primary education;North America;Non-Government;Other;<=50K
Male;69;White;Married-civ-spouse;Secondary education;North America;Government;Nontechnical;<=50K
*;60;*;*;*;*;*;*;*
Male;51;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Female;54;Black;Separated;Secondary education;North America;Non-Government;Other;<=50K
Male;52;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;>50K
Female;64;White;Divorced;Secondary education;North America;Non-Government;Technical;<=50K
Female;62;White;Widowed;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;53;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;>50K
*;55;*;*;*;*;*;*;*
Male;51;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
Female;52;White;Divorced;Higher education;North America;Non-Government;Other;<=50K
Male;51;White;Married-civ-spouse;Higher education;North America;Non-Government;Other;<=50K
Female;68;Black;Widowed;Secondary education;North America;Non-Government;Other;<=50K
Male;60;White;Married-civ-spouse;Higher education;North America;Government;Other;<=50K
Male;58;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;>50K
Female;69;White;Never-married;Secondary education;North America;Non-Government;Technical;<=50K
Male;57;Black;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;54;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Male;51;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Male;54;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;>50K
Male;59;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Female;61;White;Never-married;Secondary education;North America;Government;Other;<=50K
Male;57;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;56;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;>50K
Female;73;White;Married-civ-spouse;Higher education;North America;Non-Government;Other;>50K
Female;68;Black;Separated;Secondary education;North America;Government;Other;<=50K
*;62;*;*;*;*;*;*;*
*;65;*;*;*;*;*;*;*
Female;56;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
*;71;*;*;*;*;*;*;*
Male;58;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Male;57;Black;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;>50K
Male;59;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;>50K
Female;61;White;Widowed;Higher education;North America;Non-Government;Technical;<=50K
*;60;*;*;*;*;*;*;*
Male;55;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Male;73;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;51;White;Married-civ-spouse;Higher education;North America;Non-Government;Other;<=50K
Male;62;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;62;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;>50K
Male;51;White;Married-civ-spouse;Secondary education;North America;Government;Technical;>50K
Male;57;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;64;White;Never-married;Secondary education;North America;Government;Other;<=50K
Male;61;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;57;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;51;White;Married-civ-spouse;Higher education;North America;Government;Technical;>50K
Male;59;Asian-Pac-Islander;Married-civ-spouse;Higher education;Asia;Non-Government;Technical;>50K
Male;55;Black;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;82;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;55;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Female;63;White;Widowed;Higher education;North America;Non-Government;Other;<=50K
Female;57;White;Divorced;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;78;White;Widowed;Secondary education;North America;Non-Government;Nontechnical;>50K
Female;51;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Male;52;White;Married-civ-spouse;Higher education;North America;Non-Government;Other;<=50K
Male;61;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Female;71;White;Widowed;Higher education;North America;Government;Technical;<=50K
Male;59;White;Married-civ-spouse;Secondary education;North America;Government;Other;<=50K
